84363
2	27092	0
2	40781	0
11	10722	0
11	22156	0
14	52781	0
24	72801	0
24	1187	0
24	46276	0
24	74448	0
24	43280	0
24	29462	0
26	42790	0
27	70232	0
27	55531	0
27	49763	0
29	51449	0
29	53349	0
29	80711	0
31	3011	0
35	9481	0
35	29817	0
37	4600	0
37	59765	0
39	19807	0
42	77353	0
42	23372	0
42	21849	0
42	47322	0
65	50779	0
65	48244	0
69	62862	0
69	16550	0
69	81447	0
69	50347	0
69	65619	0
69	72933	0
69	60006	0
69	57836	0
77	40680	0
77	73065	0
77	18797	0
77	62607	0
77	80830	0
77	78303	0
78	35272	0
78	49684	0
78	6823	0
79	24834	0
79	72397	0
79	79910	0
87	22881	0
87	67116	0
91	70256	0
91	44091	0
105	53609	0
105	18724	0
107	6472	0
107	56071	0
116	79653	0
116	81450	0
116	8229	0
116	23231	0
116	80234	0
116	33791	0
120	34925	0
130	56968	0
131	62720	0
131	24067	0
136	62118	0
136	47726	0
136	77113	0
139	25057	0
139	14020	0
139	68356	0
139	5549	0
139	81180	0
139	23517	0
140	62532	0
140	261	0
140	47688	0
140	61483	0
140	20364	0
140	61551	0
140	24113	0
140	82001	0
140	11414	0
140	69527	0
140	60670	0
151	48473	0
151	70147	0
159	37985	0
159	59395	0
159	72130	0
159	457	0
159	18453	0
160	66441	0
160	73100	0
160	57487	0
160	61592	0
160	49178	0
160	60955	0
160	28700	0
160	61612	0
160	53813	0
160	54966	0
160	64313	0
160	9150	0
160	20424	0
160	16335	0
160	34771	0
160	71895	0
160	79327	0
160	49900	0
160	55279	0
160	36336	0
160	80507	0
172	58041	0
178	41712	0
178	1487	0
180	5697	0
180	32140	0
183	75330	0
190	39474	0
190	66189	0
190	25703	0
202	46985	0
202	8081	0
202	31227	0
202	45459	0
206	49122	0
207	51952	0
208	56737	0
208	43329	0
208	29563	0
208	55469	0
208	22262	0
219	57713	0
228	27497	0
228	3003	0
228	40342	0
237	39299	0
240	43848	0
243	15198	0
244	55173	0
244	65673	0
244	10128	0
244	45714	0
244	33560	0
244	48943	0
244	81461	0
244	35134	0
244	12873	0
244	20684	0
244	36045	0
244	42064	0
244	71888	0
244	7648	0
244	27745	0
244	28514	0
244	15718	0
244	55923	0
244	58233	0
248	51048	0
248	18916	0
248	46534	0
252	1067	0
252	62224	0
256	72706	0
256	516	0
256	21892	0
256	10856	0
256	75817	0
256	27596	0
256	52717	0
256	18926	0
256	46931	0
258	51648	0
258	44304	0
258	58810	0
264	20848	0
264	80440	0
264	17500	0
264	8732	0
270	45267	0
277	80810	0
294	26803	0
303	31475	0
310	62121	0
310	13918	0
313	70150	0
313	40403	0
313	53606	0
313	16495	0
316	68130	0
316	78307	0
316	75205	0
316	40273	0
317	37539	0
317	36203	0
319	77761	0
319	40850	0
319	60443	0
319	13895	0
326	41584	0
333	22178	0
337	54883	0
337	37476	0
337	44069	0
337	7083	0
337	74478	0
337	36056	0
337	19096	0
337	75067	0
342	77583	0
347	24121	0
347	34765	0
349	49241	0
351	25092	0
351	6876	0
356	74722	0
356	79569	0
356	64497	0
356	1686	0
356	77399	0
358	10976	0
359	6785	0
359	23362	0
359	20226	0
359	24677	0
359	35270	0
359	81318	0
359	76936	0
359	22409	0
359	40881	0
359	34676	0
359	69845	0
359	32724	0
359	30138	0
360	20228	0
368	4	0
368	9477	0
368	45063	0
368	46345	0
368	9870	0
368	26003	0
368	18965	0
368	68122	0
368	66978	0
368	34211	0
368	41520	0
368	26417	0
368	47410	0
368	5044	0
368	1465	0
368	68026	0
368	70715	0
368	50875	0
368	23741	0
368	53824	0
368	66628	0
368	26954	0
368	68430	0
368	25811	0
368	6868	0
368	37589	0
368	57558	0
368	43353	0
368	37470	0
368	60767	0
368	55392	0
368	61798	0
368	27753	0
368	11499	0
368	50547	0
368	48118	0
368	19062	0
368	79864	0
368	75126	0
370	51331	0
370	29415	0
370	29321	0
370	7473	0
370	42162	0
370	39671	0
370	61213	0
371	50351	0
371	28470	0
371	58618	0
371	23997	0
371	77503	0
375	68576	0
379	52384	0
380	34435	0
380	33797	0
380	38280	0
380	50569	0
380	25997	0
380	782	0
380	19219	0
380	26133	0
380	78875	0
380	43165	0
380	80542	0
380	40487	0
380	4648	0
380	66729	0
380	39082	0
380	3634	0
380	18483	0
380	2485	0
380	22070	0
380	1596	0
380	21186	0
380	53448	0
380	47433	0
380	10829	0
380	8656	0
380	2261	0
380	53727	0
380	13922	0
380	68332	0
380	17773	0
380	73342	0
380	4991	0
397	50923	0
398	43702	0
403	62698	0
407	46208	0
407	60057	0
408	47405	0
422	23453	0
443	30915	0
443	47580	0
445	2656	0
445	62329	0
451	27832	0
451	33417	0
453	23832	0
455	72037	0
455	21172	0
455	25276	0
455	71323	0
455	61343	0
456	23889	0
458	37762	0
458	5635	0
458	30979	0
458	31630	0
458	12818	0
458	3860	0
458	40598	0
458	8859	0
458	7581	0
458	52253	0
458	39982	0
458	77999	0
458	67505	0
458	13492	0
458	35510	0
458	77240	0
458	55896	0
458	50905	0
458	26591	0
458	28512	0
458	42727	0
458	37874	0
458	66419	0
458	68339	0
458	30843	0
465	20531	0
465	35334	0
465	24326	0
468	47557	0
468	70822	0
468	75125	0
475	22457	0
476	36649	0
476	14745	0
476	48664	0
477	77849	0
477	56865	0
477	30275	0
477	24390	0
485	25302	0
493	31557	0
493	32294	0
493	20038	0
493	11496	0
493	30030	0
493	12754	0
493	63221	0
493	7135	0
497	61048	0
497	20169	0
508	43816	0
509	4899	0
513	20888	0
515	73479	0
524	9081	0
524	74402	0
533	1009	0
533	13225	0
536	24128	0
536	36393	0
537	50243	0
538	72827	0
539	58451	0
544	7084	0
546	49669	0
546	65034	0
546	41485	0
546	49687	0
546	61477	0
546	24624	0
546	59450	0
546	43078	0
546	24142	0
546	80981	0
546	46172	0
546	57951	0
546	75877	0
546	18542	0
546	52341	0
546	9850	0
546	5243	0
546	54402	0
546	57994	0
546	19083	0
546	9361	0
546	31903	0
546	61105	0
546	63679	0
546	69826	0
546	43203	0
546	26308	0
546	65222	0
546	27334	0
546	33478	0
546	43732	0
546	65759	0
546	23776	0
546	16102	0
546	15091	0
546	757	0
546	18714	0
546	28967	0
546	61738	0
546	65330	0
546	78643	0
546	15694	0
546	18261	0
546	60256	0
546	6510	0
546	50036	0
546	58229	0
546	72056	0
546	24443	0
546	49539	0
546	10119	0
546	51097	0
546	17312	0
546	12708	0
546	27555	0
546	61864	0
546	37297	0
546	14785	0
546	39877	0
546	62421	0
546	19926	0
546	41460	0
549	66377	0
549	13062	0
551	11192	0
551	55331	0
551	66679	0
554	17200	0
554	43804	0
554	43829	0
555	62495	0
557	56757	0
563	16904	0
563	71373	0
563	45487	0
563	8848	0
563	7437	0
563	49042	0
563	60954	0
563	20379	0
568	65060	0
568	63398	0
568	40168	0
568	50670	0
568	590	0
568	3539	0
568	71958	0
568	43990	0
571	48806	0
578	14200	0
578	16881	0
578	15611	0
584	1722	0
586	59548	0
586	64797	0
586	56358	0
586	54182	0
586	28842	0
586	7523	0
586	2410	0
587	4801	0
587	81730	0
587	49805	0
587	58926	0
587	45554	0
587	36152	0
587	59064	0
591	39940	0
591	44553	0
591	70434	0
591	64935	0
591	6068	0
591	20404	0
591	16566	0
591	24257	0
591	31948	0
591	79188	0
591	45400	0
591	47066	0
591	78172	0
591	4573	0
591	80224	0
591	9061	0
591	38758	0
591	28520	0
591	9586	0
591	55411	0
591	52851	0
591	51963	0
594	28594	0
594	70205	0
597	57646	0
601	21281	0
601	49701	0
601	27045	0
601	58802	0
601	41911	0
603	58971	0
607	2176	0
607	13316	0
607	17149	0
608	31392	0
615	78709	0
616	10764	0
617	59674	0
617	30789	0
617	26813	0
618	72715	0
621	18049	0
621	45067	0
625	78722	0
625	62534	0
625	78439	0
630	3322	0
630	55962	0
631	76589	0
631	53709	0
631	72685	0
631	21364	0
631	57973	0
631	60186	0
631	70746	0
631	72122	0
634	19664	0
634	7961	0
636	57952	0
636	74147	0
636	43237	0
636	68997	0
636	43590	0
636	55720	0
636	8357	0
636	59475	0
636	19542	0
636	39517	0
638	20745	0
638	24050	0
638	76314	0
638	68722	0
639	43752	0
639	19380	0
639	43373	0
639	756	0
641	59864	0
641	73594	0
656	5688	0
656	29481	0
660	66301	0
660	80727	0
661	25360	0
661	44493	0
661	14606	0
661	69127	0
666	35461	0
666	54921	0
666	13325	0
666	12942	0
666	63638	0
666	39279	0
668	26024	0
673	33008	0
673	49756	0
673	66256	0
673	66884	0
673	42670	0
673	34487	0
673	67967	0
673	68565	0
673	60613	0
673	28388	0
673	53242	0
673	45117	0
673	12494	0
673	39210	0
673	23031	0
673	31858	0
673	65095	0
673	73603	0
681	43132	0
689	48841	0
689	66634	0
689	77954	0
698	69643	0
698	51222	0
698	23067	0
698	57886	0
698	33825	0
698	49185	0
698	17954	0
698	3630	0
698	69678	0
698	76847	0
698	13873	0
698	58929	0
698	34868	0
698	22576	0
698	22590	0
698	22084	0
698	62023	0
698	45643	0
698	72783	0
698	57423	0
698	46165	0
698	49239	0
698	40031	0
698	62052	0
698	2150	0
698	8807	0
698	64111	0
698	57463	0
698	58487	0
698	26745	0
698	72315	0
698	59006	0
698	24195	0
698	12932	0
698	28805	0
698	69254	0
698	80008	0
698	4234	0
698	70284	0
698	48272	0
698	22675	0
698	36501	0
698	71320	0
698	80027	0
698	9376	0
698	74913	0
698	79020	0
698	2221	0
698	69808	0
698	42678	0
698	1206	0
698	67257	0
698	36026	0
698	66233	0
698	33980	0
698	62667	0
698	54476	0
698	22225	0
698	62164	0
698	73433	0
698	61148	0
698	31969	0
698	43747	0
698	18150	0
698	73448	0
698	10984	0
698	17140	0
698	65783	0
698	46842	0
698	28412	0
698	22269	0
698	16126	0
698	33024	0
698	6919	0
698	54023	0
698	7945	0
698	23820	0
698	68882	0
698	20247	0
698	14617	0
698	61722	0
698	29979	0
698	26393	0
698	41761	0
698	49441	0
698	66342	0
698	54571	0
698	44332	0
698	19252	0
698	61242	0
698	72511	0
698	62274	0
698	68941	0
698	10574	0
698	56143	0
698	51032	0
698	54109	0
698	29534	0
698	55134	0
698	1889	0
698	47970	0
698	11621	0
698	29541	0
698	80237	0
698	57197	0
698	62317	0
698	39790	0
698	25976	0
698	35708	0
698	27004	0
698	40834	0
698	1412	0
698	15752	0
698	76683	0
698	65424	0
698	62358	0
698	33687	0
698	78231	0
698	407	0
698	22937	0
698	41374	0
698	62377	0
698	12202	0
698	11690	0
698	62889	0
698	52661	0
698	952	0
698	28089	0
698	61882	0
698	70584	0
698	69053	0
698	55748	0
698	40393	0
698	50127	0
698	26579	0
698	64989	0
698	41949	0
698	7140	0
698	72164	0
698	70631	0
698	21992	0
698	34793	0
698	16875	0
698	26094	0
698	51182	0
698	76785	0
698	65526	0
698	33275	0
698	8702	0
698	40959	0
709	43312	0
714	26130	0
714	50495	0
718	31363	0
718	45151	0
723	8734	0
732	25000	0
732	32658	0
732	42555	0
736	17873	0
736	18829	0
737	48009	0
737	79492	0
739	55034	0
739	38959	0
742	40547	0
742	57111	0
747	23531	0
750	51042	0
750	78284	0
750	22581	0
750	53497	0
750	14139	0
751	13344	0
751	44066	0
751	70755	0
751	38214	0
751	12774	0
751	8678	0
751	33932	0
751	11122	0
751	48723	0
751	80628	0
751	10645	0
751	21206	0
751	50963	0
751	24955	0
751	78236	0
757	19097	0
757	1403	0
757	22966	0
757	38526	0
770	72431	0
773	3997	0
781	58842	0
781	53164	0
783	80018	0
783	32510	0
787	80365	0
796	5186	0
796	53013	0
797	54547	0
800	61472	0
804	32585	0
804	81689	0
821	73587	0
822	67351	0
822	28200	0
822	64959	0
822	30667	0
822	70863	0
822	77271	0
822	57834	0
822	80758	0
822	52220	0
822	52734	0
825	57848	0
825	66104	0
827	14644	0
827	22517	0
827	35207	0
830	37002	0
833	40263	0
833	10448	0
833	20305	0
833	76338	0
833	75320	0
833	63382	0
838	59705	0
853	57525	0
868	22148	0
868	55016	0
868	28281	0
868	76442	0
868	9722	0
868	9694	0
869	20141	0
886	48521	0
886	1036	0
886	73630	0
886	24226	0
886	56486	0
886	42436	0
886	27333	0
886	35063	0
886	65914	0
889	8319	0
889	9375	0
892	34321	0
892	62746	0
894	2374	0
894	61735	0
894	60508	0
894	13278	0
894	37246	0
895	59890	0
900	42377	0
900	28108	0
907	192	0
907	32241	0
907	66737	0
909	41706	0
909	25955	0
910	31417	0
910	75577	0
915	27462	0
915	25724	0
927	44767	0
927	69633	0
927	17858	0
927	21348	0
927	72747	0
927	11082	0
927	38606	0
927	68912	0
927	75505	0
927	65426	0
927	46867	0
927	22580	0
927	14904	0
927	61464	0
927	23448	0
927	34970	0
927	23901	0
927	43902	0
927	22303	0
930	7798	0
931	73189	0
934	49890	0
934	19727	0
940	903	0
940	14775	0
941	37935	0
953	39970	0
953	30851	0
953	28395	0
953	22449	0
953	21653	0
953	15798	0
953	38583	0
953	75767	0
953	6141	0
958	30288	0
958	68518	0
961	16705	0
961	70466	0
961	33859	0
961	3690	0
961	3819	0
961	69867	0
961	41807	0
961	75759	0
961	50065	0
961	64311	0
961	64441	0
961	51164	0
961	21213	0
961	48158	0
