2999
756	2403	0
2735	2946	0
868	2226	0
1599	1651	0
1020	2901	0
821	1162	0
1483	2923	0
391	783	0
200	1098	0
219	1190	0
151	2036	0
242	304	0
300	689	0
600	833	0
323	679	0
1613	2975	0
489	857	0
206	2411	0
425	1408	0
226	1958	0
1984	2229	0
129	2169	0
1514	1773	0
1621	2054	0
222	1540	0
2074	2256	0
484	1844	0
1543	2423	0
2582	2869	0
88	265	0
431	1627	0
496	2064	0
2006	2349	0
1132	1413	0
2116	2967	0
945	2070	0
2851	2963	0
292	373	0
2132	2962	0
2314	2333	0
989	996	0
1900	2273	0
1973	2101	0
1173	1754	0
1582	2744	0
1585	2581	0
1020	2383	0
1091	1151	0
1027	2982	0
535	1752	0
2168	2442	0
294	1106	0
180	2357	0
89	2003	0
664	1583	0
57	1863	0
1362	1466	0
1971	2959	0
867	2495	0
1502	1809	0
166	727	0
76	2846	0
1803	1942	0
837	2390	0
1267	2534	0
1985	2458	0
984	2800	0
873	1891	0
2078	2603	0
564	2535	0
1343	2296	0
2665	2846	0
152	2604	0
1971	2007	0
1340	2874	0
1568	2664	0
457	2630	0
1468	2348	0
1063	1422	0
382	1129	0
833	1883	0
1657	2803	0
26	34	0
664	2340	0
1391	2470	0
246	2855	0
1156	2041	0
784	1812	0
736	862	0
1322	1654	0
758	2207	0
423	468	0
221	2268	0
898	2973	0
658	1346	0
1559	1686	0
2410	2790	0
1274	2153	0
133	2067	0
139	2043	0
1889	2119	0
120	1921	0
17	2125	0
913	2170	0
1099	2709	0
978	1846	0
791	1008	0
14	1464	0
1705	1738	0
211	2744	0
454	2573	0
348	2535	0
2578	2986	0
135	786	0
619	1878	0
1538	2051	0
734	1170	0
138	1343	0
35	2284	0
1116	2864	0
909	1753	0
18	197	0
219	978	0
201	2588	0
649	1372	0
907	1089	0
1188	1868	0
392	2246	0
1661	1682	0
1280	2351	0
155	405	0
262	1948	0
254	1233	0
1989	2996	0
649	1086	0
351	2007	0
975	1543	0
2716	2875	0
248	897	0
410	1424	0
1258	1763	0
2783	2912	0
999	2868	0
2070	2902	0
337	2837	0
439	2223	0
1154	2993	0
546	2908	0
28	2731	0
1487	1812	0
790	1595	0
937	2090	0
465	629	0
677	2927	0
987	1061	0
111	528	0
2259	2260	0
187	1943	0
2237	2833	0
835	1795	0
